title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history
BMW 1 SERIES,2999,107000,2009,5,Petrol,Hatchback,1.6L,Automatic,3,4,Euro 4,
MERCEDES-BENZ C CLASS,2495,130000,2007,,Petrol,Saloon,1.8L,Automatic,4,5,Euro 4,
SAAB 9-3,2299,67200,2003,3,Petrol,Saloon,2.0L,Manual,4,5,Euro 3,Full
TOYOTA YARIS,1750,113500,2010,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 4,
MINI HATCH,3100,68160,2010,4,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,
TOYOTA AVENSIS,1595,106717,2006,3,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
HONDA CIVIC,2300,86276,2004,,Petrol Hybrid,Saloon,1.3L,Manual,4,5,Euro 4,
VAUXHALL ASTRA,2495,75000,2006,2,Petrol,Hatchback,1.8L,Automatic,5,5,Euro 4,Full
FORD FOCUS,1950,127569,2010,6,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
AUDI A3,1675,127000,2008,7,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,
FORD FOCUS,798,140599,2008,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
FORD FOCUS,4449,89653,2012,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,
RENAULT GRAND SCENIC,2495,98000,2010,,Petrol,MPV,1.4L,Manual,5,7,Euro 5,
FORD MONDEO,1400,84000,1998,2,Petrol,Saloon,2.0L,Automatic,4,5,Euro 2,
MERCEDES-BENZ C CLASS,3100,96123,2009,7,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,
MAZDA MAZDA 2,1995,95843,2011,6,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
HONDA JAZZ,1750,100500,2009,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
PEUGEOT 207,2075,82013,2011,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
VOLKSWAGEN TOURAN,1349,120000,2004,,Diesel,MPV,2.0L,Manual,5,5,Euro 4,
MERCEDES-BENZ C CLASS,4250,120000,2008,,Petrol,Saloon,1.8L,Automatic,4,5,Euro 4,
BMW 3 SERIES,5995,55000,2010,,Petrol,Convertible,2.0L,Manual,2,4,Euro 5,
VAUXHALL INSIGNIA,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
BMW 3 SERIES,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
VOLKSWAGEN GOLF,3050,158000,2009,4,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 5,
MITSUBISHI ASX,4950,95000,2014,3,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
HONDA JAZZ,1595,99000,2008,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
MINI HATCH,3945,108528,2012,,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,Full
FORD KA,889,65000,2003,,Petrol,Hatchback,1.3L,Manual,3,4,Euro 3,
PEUGEOT 207,2495,104000,2009,,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 5,
VOLKSWAGEN GOLF,1795,50760,2002,,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
FIAT GRANDE PUNTO,1600,69900,2007,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,Full
MERCEDES-BENZ C CLASS,4149,115000,2008,5,Petrol,Saloon,1.8L,Automatic,4,5,Euro 4,
VOLKSWAGEN BEETLE,2250,129111,2004,,Petrol,Convertible,2.0L,Manual,2,4,Euro 4,
FORD FOCUS,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
MINI HATCH,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4,Euro 6,
MERCEDES-BENZ C CLASS,12450,64000,2015,5,Petrol,Saloon,2.0L,Automatic,4,5,Euro 6,Full
ALFA ROMEO MITO,2450,92000,2010,6,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,
VAUXHALL CORSA,1889,126000,2010,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
LEXUS GS 300,1990,72000,1997,5,Petrol,Saloon,3.0L,Automatic,4,5,Euro 2,
LAND ROVER FREELANDER,1000,81783,1999,2,Diesel,SUV,2.0L,Manual,5,5,Euro 2,
VOLKSWAGEN POLO,2499,102000,2008,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
BMW 1 SERIES,2950,81000,2008,4,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
PEUGEOT 307,1700,56000,2007,3,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,Full
FIAT GRANDE PUNTO,2290,25300,2007,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
FIAT PUNTO EVO,2495,81858,2011,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
PEUGEOT 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
MINI HATCH,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4,Euro 6,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
VAUXHALL ASTRA,2900,119035,2010,5,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 5,
RENAULT MEGANE,1995,102541,2009,3,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
VOLKSWAGEN POLO,2110,93930,2009,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
TOYOTA YARIS,2390,35000,2005,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
VOLKSWAGEN POLO,3790,16300,2006,2,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
NISSAN ALMERA,1395,114987,2004,,Petrol,Hatchback,1.8L,Automatic,5,5,Euro 3,
LEXUS IS 250,8899,118000,2015,1,Petrol,Saloon,2.5L,Automatic,4,5,Euro 5,
FIAT 500,2595,48000,2010,4,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,
VOLKSWAGEN PASSAT,2449,125000,2009,,Petrol,Saloon,1.4L,Manual,4,5,Euro 4,
BMW 3 SERIES,1289,138000,2004,,Diesel,Saloon,2.0L,Automatic,4,5,Euro 4,
SEAT IBIZA,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
HONDA CIVIC,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
VAUXHALL CORSA,2050,88000,2009,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
CHEVROLET CRUZE,2950,144000,2013,4,Petrol,Estate,1.8L,Automatic,5,5,Euro 5,
BMW 5 SERIES,4950,90000,2012,3,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
BMW 3 SERIES,2495,139000,2006,,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
MERCEDES-BENZ C CLASS,4449,94500,2011,,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,
HYUNDAI VELOSTER,3999,117000,2012,3,Petrol,Hatchback,1.6L,Manual,4,4,Euro 5,
AUDI A3,3480,117000,2009,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
MERCEDES-BENZ C CLASS,1889,127000,2007,,Diesel,Saloon,2.1L,Automatic,4,5,Euro 4,
FORD FUSION,1995,62359,2006,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
RENAULT GRAND SCENIC,1490,128600,2010,2,Diesel,MPV,1.5L,Manual,5,7,Euro 5,
PEUGEOT 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
BMW 3 SERIES,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
VAUXHALL VECTRA,2495,93366,2008,6,Petrol,Hatchback,2.8L,Automatic,5,5,Euro 4,
AUDI A3,2975,88000,2008,,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,
VAUXHALL ASTRA,2495,99000,2007,,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,
HONDA JAZZ,2499,100000,2010,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
VOLKSWAGEN POLO,1995,87500,2007,5,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
VAUXHALL CORSA,2399,53000,2008,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
PEUGEOT 207,1995,70000,2009,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
BMW 7 SERIES,7500,87000,2012,,Diesel,Saloon,3.0L,Automatic,4,5,Euro 5,
PEUGEOT 208,4795,47000,2015,3,Petrol,Hatchback,1.0L,Manual,3,5,Euro 5,Full
SUZUKI GRAND VITARA,2599,107575,2011,1,Petrol,SUV,1.6L,Manual,3,5,Euro 5,Full
VOLKSWAGEN POLO,2495,149000,2010,1,Diesel,Hatchback,1.2L,Manual,5,5,Euro 5,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
ALFA ROMEO MITO,1750,130000,2010,4,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,
MERCEDES-BENZ C CLASS,5250,121700,2013,5,Petrol,Coupe,1.6L,Automatic,2,4,Euro 5,Full
MERCEDES-BENZ C CLASS,4995,100000,2011,,Petrol,Saloon,1.8L,Automatic,4,5,Euro 5,
PEUGEOT 2008,7099,83000,2016,2,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
FORD FIESTA,1799,93796,2009,8,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
VOLKSWAGEN POLO,2870,125392,2010,1,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
PEUGEOT 107,2050,83376,2010,3,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
TOYOTA COROLLA,1750,90000,2004,3,Petrol,Estate,1.6L,Manual,5,5,Euro 4,
RENAULT SCENIC,1999,125000,2012,2,Petrol,MPV,1.6L,Manual,5,5,Euro 5,
CITROEN C4,1950,100000,2007,4,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
VAUXHALL CORSA,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
BMW 3 SERIES,2275,103383,2008,5,Petrol,Coupe,2.0L,Manual,2,4,Euro 4,
VOLVO V50,1595,148642,2012,2,Diesel,Estate,1.6L,Manual,5,5,Euro 4,
VAUXHALL CORSA,2450,109714,2012,5,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
MITSUBISHI COLT,1949,70000,2012,2,Petrol,Hatchback,1.1L,Manual,3,5,Euro 5,
VOLKSWAGEN PASSAT,4200,90000,2011,3,Diesel,Saloon,2.0L,Automatic,4,5,Euro 5,
AUDI A6 SALOON,1499,131724,2006,3,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
BMW 3 SERIES,4199,92000,2011,3,Petrol,Coupe,2.0L,Automatic,2,4,Euro 5,
AUDI A3,2910,118500,2011,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
HYUNDAI IX35,4280,105000,2012,,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
FORD FOCUS,798,140599,2008,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
BMW 3 SERIES,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
PEUGEOT 207,2390,78000,2010,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
PEUGEOT 207,2175,84000,2010,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,Full
FIAT 500,4750,80000,2015,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
BMW 5 SERIES,4450,100000,2005,,Petrol,Saloon,2.5L,Automatic,4,5,Euro 4,
BMW 3 SERIES,2900,104499,2007,5,Petrol,Saloon,2.0L,Automatic,4,5,Euro 4,
VAUXHALL CORSA,4500,74010,2015,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
MERCEDES-BENZ C CLASS,4000,114401,2013,4,Diesel,Coupe,2.1L,Automatic,2,4,Euro 5,
VAUXHALL ASTRA,2995,98000,2012,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
MERCEDES-BENZ A CLASS,16997,60000,2019,,Diesel,Hatchback,1.5L,Automatic,5,5,Euro 6,Full
FORD FOCUS,1789,93000,2010,,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,
FORD FOCUS,798,140599,2008,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
BMW 3 SERIES,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
SKODA FABIA,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5,5,Euro 6,
SEAT IBIZA,4895,66000,2012,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
FORD FIESTA,975,97505,2003,4,Petrol,Hatchback,1.3L,Manual,5,4,Euro 4,
HYUNDAI IX20,4495,100000,2012,4,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 5,
BMW 3 SERIES,1499,99999,2005,2,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
FIAT DOBLO,2495,99000,2009,2,Petrol,Estate,1.4L,Manual,5,2,Euro 4,
FORD FIESTA,3985,95601,2015,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 6,
MERCEDES-BENZ CLK,2500,149000,2006,2,Diesel,Coupe,3.0L,Automatic,2,4,Euro 4,
VOLKSWAGEN GOLF,4599,70000,2009,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
FORD FIESTA,1189,135000,2004,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
VAUXHALL INSIGNIA,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
SKODA FABIA,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5,5,Euro 6,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
BMW 3 SERIES,2500,138910,2003,9,Petrol,Convertible,2.5L,Manual,2,4,Euro 3,
CITROEN C3,2495,55000,2005,,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
FORD MUSTANG,5000,99350,2005,1,Petrol,Coupe,5.0L,Automatic,2,4,Euro 6,
HONDA JAZZ,2495,118000,2012,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
SKODA OCTAVIA,2490,56000,2003,,Petrol,Hatchback,1.8L,Automatic,5,5,Euro 4,
PEUGEOT 208,3650,78000,2012,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,Full
NISSAN QASHQAI,2495,132000,2009,5,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
CHEVROLET CRUZE,2495,98000,2010,,Petrol,Saloon,1.6L,Automatic,4,5,Euro 5,
BMW 3 SERIES,3950,98000,2009,4,Petrol,Saloon,2.0L,Manual,4,5,Euro 5,
BMW 3 SERIES,2700,105713,2005,6,Petrol,Convertible,2.0L,Manual,2,4,Euro 3,
FORD FOCUS,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
BMW 1 SERIES,7500,73000,2012,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL ASTRA,1595,93610,2001,2,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
MERCEDES-BENZ C CLASS,3999,128000,2009,3,Petrol,Saloon,1.6L,Automatic,4,5,Euro 4,
DACIA SANDERO,5499,32000,2016,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
DAIHATSU TERIOS,1495,110000,2007,3,Petrol,SUV,1.5L,Manual,5,5,Euro 4,
ALFA ROMEO GIULIETTA,3495,104000,2011,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
NISSAN QASHQAI,2495,113000,2009,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
FORD FOCUS,3690,84000,2011,5,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL ASTRA,1495,109000,2008,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
MINI HATCH,2495,69400,2009,2,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,
SEAT IBIZA,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
BMW 3 SERIES,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
MERCEDES-BENZ A CLASS,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5,Euro 6,
MERCEDES-BENZ CLK,2995,115000,2006,,Petrol,Convertible,1.8L,Automatic,2,4,Euro 4,
VAUXHALL CORSA,4999,54600,2015,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
TOYOTA YARIS,1850,73424,2004,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 4,
AUDI A3,3295,109000,2010,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
HYUNDAI I30,4000,44591,2010,2,Diesel,Hatchback,1.6L,Automatic,5,5,Euro 4,
NISSAN NOTE,1993,94200,2009,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
PEUGEOT 308,2795,100000,2011,5,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,Full
VAUXHALL CORSA,4195,79000,2011,5,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 5,
BMW 3 SERIES,2495,94350,2007,4,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
MINI HATCH,2495,63000,2005,2,Petrol,Hatchback,1.6L,Manual,3,4,Euro 3,
PEUGEOT 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
MERCEDES-BENZ A CLASS,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5,Euro 6,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FIAT PUNTO,2995,80000,2012,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,Full
VAUXHALL ASTRA,2150,72000,2008,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,Full
SAAB 9-3,1995,108000,2007,2,Petrol,Saloon,1.8L,Automatic,4,5,Euro 4,Full
FIAT PUNTO,3495,49796,2012,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
CITROEN C3 PICASSO,2090,86255,2010,3,Diesel,MPV,1.6L,Manual,5,5,Euro 5,Full
VOLVO S40,1995,113000,2007,2,Petrol,Saloon,1.6L,Manual,4,5,Euro 4,
BMW 5 SERIES,1500,162085,2007,3,Diesel,Saloon,3.0L,Automatic,4,5,Euro 4,
VAUXHALL ASTRA,4495,65550,2013,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,Full
VOLKSWAGEN SCIROCCO,2920,130422,2009,4,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,
CHEVROLET MATIZ,2490,44584,2008,5,Petrol,Hatchback,0.8L,Automatic,5,5,Euro 4,
SEAT IBIZA,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
KIA SPORTAGE,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5,Euro 6,
BMW 3 SERIES,2490,107800,2006,5,Petrol,Saloon,2.0L,Automatic,4,5,Euro 4,
BMW 3 SERIES,3500,100000,2007,,Petrol,Saloon,2.0L,Automatic,4,5,Euro 4,
JEEP COMPASS,2000,66814,2009,6,Petrol,SUV,2.4L,Manual,5,5,Euro 4,
MERCEDES-BENZ C CLASS,4950,112000,2008,,Petrol,Saloon,3.5L,Automatic,4,5,Euro 4,Full
BMW 1 SERIES,6450,89518,2012,3,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 5,
TOYOTA YARIS,4990,96755,2014,,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
BMW 3 SERIES,2255,165000,2006,5,Petrol,Saloon,2.5L,Manual,4,5,Euro 4,
MINI HATCH,2250,111000,2010,3,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,
BMW 1 SERIES,2890,109000,2007,2,Petrol,Hatchback,2.0L,Automatic,5,5,Euro 4,Full
FORD FOCUS,1850,97000,2003,2,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 3,
VOLKSWAGEN POLO,3495,127000,2015,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
KIA SPORTAGE,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5,Euro 6,
MERCEDES-BENZ A CLASS,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5,Euro 6,
VAUXHALL TIGRA,1490,85556,2006,3,Petrol,Convertible,1.4L,Manual,2,2,Euro 4,Full
JAGUAR XE,9990,105000,2016,1,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
AUDI A4,5495,65694,2009,2,Diesel,Saloon,2.7L,Automatic,4,5,Euro 4,Full
PEUGEOT 208,4750,67653,2013,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
MERCEDES-BENZ B CLASS,2494,87000,2007,,Petrol,MPV,1.5L,Manual,5,5,Euro 4,
VAUXHALL CORSA,1995,96000,2008,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
PEUGEOT 2008,6050,61000,2014,,Petrol,SUV,1.2L,Manual,5,5,Euro 5,Full
FORD FIESTA,3250,85000,2009,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,Full
BMW 3 SERIES,4440,90000,2006,4,Petrol,Saloon,2.5L,Automatic,4,5,Euro 4,
VOLKSWAGEN TOURAN,1950,85000,2004,3,Petrol,MPV,1.6L,Manual,5,5,Euro 3,
VAUXHALL INSIGNIA,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
MERCEDES-BENZ A CLASS,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5,Euro 6,
FORD FOCUS,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
TOYOTA YARIS,2000,64000,2007,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
CHRYSLER SEBRING,1999,88000,2007,5,Petrol,Saloon,2.4L,Automatic,4,5,Euro 4,
NISSAN X-TRAIL,2495,101232,2001,,Petrol,SUV,2.0L,Automatic,5,5,Euro 3,
PEUGEOT 108,4495,71000,2015,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,Full
VAUXHALL VECTRA,1799,69200,2007,4,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
VAUXHALL CORSA,3999,42000,2013,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
VAUXHALL CORSA,3480,65279,2007,3,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 4,
SKODA FABIA,1949,45000,2010,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
HONDA CIVIC,2390,80000,2003,4,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 3,
MINI HATCH,1990,83000,2007,7,Petrol,Hatchback,1.6L,Manual,3,4,Euro 4,
FORD FOCUS,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
FORD FOCUS,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
HONDA CIVIC,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
BMW 1 SERIES,5000,135600,2015,3,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
PEUGEOT 308,4399,99000,2014,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL ASTRA,2500,71000,2008,,Petrol,Hatchback,1.8L,Automatic,5,5,Euro 4,
PEUGEOT 207 SW,3290,43000,2011,1,Diesel,Estate,1.6L,Manual,5,5,Euro 5,
BMW X3,5449,100000,2013,,Diesel,SUV,2.0L,Manual,5,5,Euro 6,
MINI HATCH,3250,52000,2009,5,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,
VAUXHALL CORSA,2500,94500,2011,5,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,Full
ALFA ROMEO 159,2250,132000,2008,2,Petrol,Saloon,1.8L,Manual,4,5,Euro 4,
VAUXHALL ASTRA,2477,74000,2010,,Petrol,Convertible,1.8L,Manual,2,4,Euro 5,Full
RENAULT CLIO,5498,58000,2014,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
FORD FOCUS,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
HONDA CIVIC,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
RENAULT SCENIC,4695,90000,2015,2,Petrol,MPV,1.2L,Manual,5,5,Euro 5,Full
FORD FOCUS,1695,100000,2007,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
KIA CEED,3299,124000,2015,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
JAGUAR X-TYPE,1599,92000,2003,6,Petrol,Saloon,2.5L,Automatic,4,5,Euro 4,
SUZUKI JIMNY,2490,103200,2006,4,Petrol,Convertible,1.3L,Manual,3,4,Euro 4,
NISSAN LAFESTA,3900,37000,2012,,Petrol,MPV,2.0L,Automatic,,,,
VAUXHALL CORSA,5999,63000,2017,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
VOLKSWAGEN GOLF,7990,58776,2015,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,Full
VOLVO C30,3841,75349,2009,2,Petrol,Coupe,1.6L,Manual,2,4,Euro 4,
MINI HATCH,5495,96229,2016,2,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,
VAUXHALL INSIGNIA,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
KIA CEED,5995,103000,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
SAAB 9-3,3395,125000,2008,3,Petrol,Estate,2.0L,Manual,5,5,Euro 4,Full
RENAULT CLIO,1500,92415,2006,1,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
